group	chrom	start	end	mean_methylation	n_samples
AML	chr2	24776250	24776260	0.9771043757597605	18
AML	chr2	24776260	24776270	0.9777157571580675	18
AML	chr2	24776280	24776290	0.9919191896915436	18
AML	chr2	24776300	24776310	0.9840450750456916	18
AML	chr2	24776310	24776320	0.9672178129355112	18
AML	chr2	24776350	24776360	0.9804232815901438	18
AML	chr2	24776360	24776370	0.9458112882243263	18
AML	chr2	24776390	24776400	0.9526014096207089	18
AML	chr2	24776410	24776420	0.973544975121816	18
AML	chr2	24776430	24776440	0.9865079356564416	18
AML	chr2	24776460	24776470	0.9810606075657738	18
AML	chr2	24776480	24776490	1	17
AML	chr2	24776490	24776500	0.943837533978855	17
AML	chr2	24776510	24776520	0.9705882352941176	17
AML	chr2	24776750	24776760	0.9518615735901726	18
AML	chr2	24776760	24776770	0.9591945111751556	18
AML	chr2	24776960	24776970	0.9748877717389001	18
AML	chr2	24776990	24777000	0.9853476285934448	18
AML	chr2	24777010	24777020	0.988782051536772	18
AML	chr2	24777110	24777120	0.8881562029321989	18
AML	chr2	24777330	24777340	0.9566852682166629	18
AML	chr2	24777350	24777360	0.9712159136931101	18
AML	chr2	24777510	24777520	0.9157457036130568	17
AML	chr2	24777530	24777540	0.9865079356564416	18
AML	chr2	24777540	24777550	0.9642195767826505	18
AML	chr2	24777590	24777600	0.947969187708462	17
AML	chr2	24777600	24777610	0.9701426029205322	17
AML	chr2	24777610	24777620	0.9418767515350791	17
AML	chr2	24777640	24777650	0.9819444451067183	18
AML	chr2	24777650	24777660	0.9468013495206833	18
AML	chr2	24777660	24777670	0.9796296291881137	18
AML	chr2	24777670	24777680	0.9244047635131412	18
AML	chr2	24777680	24777690	0.9169294204976823	18
AML	chr2	24777690	24777700	0.9655533499187894	18
AML	chr2	24777730	24777740	0.9914772742324405	18
AML	chr2	24777740	24777750	0.9792528450489044	18
AML	chr2	24777900	24777910	1	18
AML	chr2	24778030	24778040	0.8685185197326872	18
AML	chr2	24778060	24778070	0.8569444451067183	18
AML	chr2	24778070	24778080	0.8388888935248057	18
AML	chr2	24778170	24778180	0.9450500905513763	18
AML	chr2	24778240	24778250	0.9628507296244303	18
AML	chr2	24778510	24778520	0.9245166381200155	18
AML	chr2	24778560	24778570	0.9286170883311166	18
AML	chr2	24778840	24778850	0.6719727391997973	18
AML	chr2	24778910	24778920	0.916031731499566	18
AML	chr2	24779080	24779090	0.4715643840677598	17
AML	chr2	24779090	24779100	0.43095238755146664	18
AML	chr2	24779480	24779490	0.3568984116945002	18
AML	chr2	24779490	24779500	0.28103689331975246	18
AML	chr2	24779520	24779530	0.8101982805464003	18
AML	chr2	24779560	24779570	0.9402209520339966	18
AML	chr2	24779620	24779630	0.9359098242388831	18
AML	chr2	24779700	24779710	0.9883908530076345	18
AML	chr2	24779710	24779720	0.9624338646729788	18
AML	chr2	24779720	24779730	0.9770299130015903	18
AML	chr2	24779940	24779950	0.9709410501850976	18
AML	chr2	24780220	24780230	0.9522186385260688	18
AML	chr2	24780230	24780240	0.9551259544160631	18
AML	chr2	24780270	24780280	0.9859804842207167	18
AML	chr2	24780280	24780290	0.9900112218326993	18
AML	chr2	24780290	24780300	0.9867724842495389	18
AML	chr2	24780300	24780310	0.9837104082107544	17
AML	chr2	24780330	24780340	0.9771317508485582	18
AML	chr2	24780360	24780370	0.9692684511343638	18
AML	chr2	24780370	24780380	0.9771655797958374	18
AML	chr2	24780410	24780420	0.9549283583958944	18
AML	chr2	24780950	24780960	0.9731595118840536	18
AML	chr2	24780960	24780970	0.9702380961842008	18
AML	chr2	24781050	24781060	0.9752252929740481	18
AML	chr2	24781060	24781070	0.9591153760751089	18
AML	chr2	24781090	24781100	0.9742650157875485	18
AML	chr2	24781220	24781230	0.9503707024786208	18
AML	chr2	24781240	24781250	0.9738689661026001	18
AML	chr2	24781350	24781360	0.9821570979224311	18
AML	chr2	24781360	24781370	0.9747963978184594	18
AML	chr2	24781370	24781380	0.9550448258717855	18
AML	chr2	24781400	24781410	0.9776756697230868	18
AML	chr2	24781520	24781530	0.9585084038622239	17
AML	chr2	24781530	24781540	0.9064171138931724	17
AML	chr2	24781560	24781570	0.983686066336102	18
AML	chr2	24781600	24781610	0.9664021167490218	18
AML	chr2	24781890	24781900	0.9712614748213027	18
AML	chr2	24781920	24781930	0.9718114733695984	18
AML	chr2	24781930	24781940	0.9554894169171652	18
AML	chr2	24781950	24781960	0.9881341424253252	18
AML	chr2	24781960	24781970	0.9697483645545112	18
AML	chr2	24782020	24782030	0.9478905267185636	18
AML	chr2	24782030	24782040	0.9846153855323792	18
AML	chr2	24782050	24782060	0.931082245376375	18
AML	chr2	24782080	24782090	0.9592337310314178	18
AML	chr2	24782110	24782120	0.9534281293551127	18
AML	chr2	24782140	24782150	0.9718481236033969	18
AML	chr2	24782150	24782160	0.9742521345615387	18
AML	chr2	24782510	24782520	0.9723211493757036	18
AML	chr2	24782980	24782990	0.9261242184374068	18
AML	chr2	24783000	24783010	0.9621275398466322	18
AML	chr2	24783030	24783040	0.9603373044066958	18
AML	chr2	24783060	24783070	0.9728246861033969	18
AML	chr2	24783150	24783160	0.8814731029903188	17
AML	chr2	24783160	24783170	0.8448853691418966	18
AML	chr2	24783240	24783250	0.9681077665752835	18
AML	chr2	24783310	24783320	0.9884330464733971	18
AML	chr2	24783330	24783340	0.9600088165866004	18
AML	chr2	24783460	24783470	0.9311391220373266	17
AML	chr2	24783470	24783480	0.9634388552771674	18
AML	chr2	24783520	24783530	0.9643460479047563	18
AML	chr2	24783570	24783580	0.9644107752376132	18
AML	chr2	24783600	24783610	0.9547919631004333	18
AML	chr2	24783690	24783700	0.9877450992079342	17
AML	chr2	24783700	24783710	0.9552550382084317	18
AML	chr2	24783940	24783950	0.9534042610062493	18
AML	chr2	24784090	24784100	0.986950546503067	18
AML	chr2	24784100	24784110	0.9861209193865458	18
AML	chr2	24784120	24784130	0.9896924595038096	18
AML	chr2	24784220	24784230	0.9439544445938535	18
AML	chr2	24784300	24784310	0.9363413585556878	18
AML	chr2	24784440	24784450	0.8604974846045176	18
AML	chr2	24784500	24784510	0.9248403476344215	18
AML	chr2	24784520	24784530	0.961616165108151	18
AML	chr2	24784530	24784540	0.9646384484238095	18
AML	chr2	24784560	24784570	0.9512251747979058	18
AML	chr2	24784600	24784610	0.9953703714741601	18
AML	chr2	24784620	24784630	0.9646164013279809	18
AML	chr2	24784930	24784940	0.9626353349950578	18
AML	chr2	24785010	24785020	0.5207632664177153	18
