chrom	start	end	n_samples_AML	n_samples_PBMC	mean_signal_AML	mean_signal_PBMC	median_signal_AML	median_signal_PBMC	mean_diff_AML_minus_PBMC	median_diff_AML_minus_PBMC
chr2	24728530	24728540	13	3	0.16636153367849496	0.6954966386159261	0	0	-0.5291351049374312	0
chr2	24728540	24728550	13	3	0.16636153367849496	0.5216233332951864	0	0	-0.35526179961669146	0
chr2	24728550	24728560	13	3	0.19587461764995867	0.5216233332951864	0	0	-0.3257487156452277	0
chr2	24728560	24728570	13	3	0.19587461764995867	0.5216233332951864	0	0	-0.3257487156452277	0
chr2	24728570	24728580	13	3	0.34334692588219273	0.3477499882380168	0	0	-0.00440306235582405	0
chr2	24728580	24728590	13	3	0.34334692588219273	0.3477499882380168	0	0	-0.00440306235582405	0
chr2	24728590	24728600	13	3	0.34334692588219273	0.17387433846791586	0	0	0.16947258741427687	0
chr2	24728600	24728610	13	3	0.34334692588219273	0.17387433846791586	0	0	0.16947258741427687	0
chr2	24728610	24728620	13	3	0.502889999976525	0	0	0	0.502889999976525	0
chr2	24728620	24728630	13	3	0.502889999976525	0	0	0	0.502889999976525	0
chr2	24728630	24728640	13	3	0.502889999976525	0	0	0	0.502889999976525	0
chr2	24728640	24728650	13	3	0.502889999976525	0	0	0	0.502889999976525	0
chr2	24728650	24728660	13	3	0.502889999976525	0	0	0	0.502889999976525	0
chr2	24728660	24728670	13	3	0.41406691991365874	0	0	0	0.41406691991365874	0
chr2	24728670	24728680	13	3	0.36054130700918346	0	0	0	0.36054130700918346	0
chr2	24728680	24728690	13	3	0.38178977599510777	0	0	0	0.38178977599510777	0
chr2	24728690	24728700	13	3	0.38178977599510777	0	0	0	0.38178977599510777	0
chr2	24728700	24728710	13	3	0.38178977599510777	0	0	0	0.38178977599510777	0
chr2	24728710	24728720	13	3	0.38178977599510777	0	0	0	0.38178977599510777	0
chr2	24728720	24728730	13	3	0.2222467019007756	0	0	0	0.2222467019007756	0
chr2	24728730	24728740	13	3	0.2222467019007756	0.3477499882380168	0	0	-0.12550328633724117	0
chr2	24728740	24728750	13	3	0.2222467019007756	0.3477499882380168	0	0	-0.12550328633724117	0
chr2	24728750	24728760	13	3	0.2222467019007756	0.3477499882380168	0	0	-0.12550328633724117	0
chr2	24728760	24728770	13	3	0.3757569331389207	0.3477499882380168	0	0	0.02800694490090394	0
chr2	24728770	24728780	13	3	0.5614015414164617	0.3477499882380168	0	0	0.21365155317844492	0
chr2	24728780	24728790	13	3	0.6078605468456562	0.5722723205884298	0	0.673566997051239	0.03558822625722635	-0.673566997051239
chr2	24728790	24728800	13	3	0.6733059241221502	0.5722723205884298	0	0.673566997051239	0.10103360353372037	-0.673566997051239
chr2	24728800	24728810	13	3	0.7268315370266254	0.5722723205884298	0	0.673566997051239	0.1545592164381956	-0.673566997051239
chr2	24728810	24728820	13	3	0.7268315370266254	0.5722723205884298	0	0.673566997051239	0.1545592164381956	-0.673566997051239
chr2	24728820	24728830	13	3	0.7268315370266254	0.7461456656455994	0	0.673566997051239	-0.01931412861897397	-0.673566997051239
chr2	24728830	24728840	13	3	0.8435461521148682	0.7461456656455994	0	0.673566997051239	0.0974004864692688	-0.673566997051239
chr2	24728840	24728850	13	3	0.8435461521148682	0.39839667081832886	0	0.5216230154037476	0.4451494812965393	-0.5216230154037476
chr2	24728850	24728860	13	3	0.9802530820553119	0.39839667081832886	1.0813499689102173	0.5216230154037476	0.5818564112369831	0.5597269535064697
chr2	24728860	24728870	13	3	0.9802530820553119	0.39839667081832886	1.0813499689102173	0.5216230154037476	0.5818564112369831	0.5597269535064697
chr2	24728870	24728880	13	3	0.9099230674596933	0.5722723205884298	1.127020001411438	0.673566997051239	0.3376507468712635	0.453453004360199
chr2	24728880	24728890	13	3	0.8604130744934082	0.5722723205884298	1.127020001411438	0.673566997051239	0.2881407539049784	0.453453004360199
chr2	24728890	24728900	13	3	0.7604284561597384	0.5722723205884298	0	0.673566997051239	0.1881561355713086	-0.673566997051239
chr2	24728900	24728910	13	3	0.9055846012555636	0.5722723205884298	0	0.673566997051239	0.3333122806671338	-0.673566997051239
chr2	24728910	24728920	13	3	1.0207792337124164	0.5722723205884298	0	0.673566997051239	0.4485069131239866	-0.673566997051239
chr2	24728920	24728930	13	3	1.0207792337124164	0.5722723205884298	0	0.673566997051239	0.4485069131239866	-0.673566997051239
chr2	24728930	24728940	13	3	1.1207638520460863	1.021316647529602	0	1.0432499647140503	0.09944720451648426	-1.0432499647140503
chr2	24728940	24728950	13	3	1.0040492369578435	0.7967933019002279	0	1.0432499647140503	0.20725593505761564	-1.0432499647140503
chr2	24728950	24728960	13	3	1.0040492369578435	0.7967933019002279	0	1.0432499647140503	0.20725593505761564	-1.0432499647140503
chr2	24728960	24728970	13	3	0.920868470118596	0.7967933019002279	0	1.0432499647140503	0.12407516821836806	-1.0432499647140503
chr2	24728970	24728980	13	3	1.0096915501814623	0.7967933019002279	0	1.0432499647140503	0.21289824828123438	-1.0432499647140503
chr2	24728980	24728990	13	3	1.332540539594797	0.17387433846791586	1.1547000408172607	0	1.1586662011268811	1.1547000408172607
chr2	24728990	24729000	13	3	1.3820497714556181	0.17387433846791586	1.1547000408172607	0	1.2081754329877024	1.1547000408172607
chr2	24729000	24729010	13	3	1.3820497714556181	0.17387433846791586	1.1547000408172607	0	1.2081754329877024	1.1547000408172607
chr2	24729010	24729020	13	3	1.0562546161504893	0.17387433846791586	1.0813499689102173	0	0.8823802776825734	1.0813499689102173
chr2	24729020	24729030	13	3	0.8875338389323308	0.17387433846791586	0	0	0.713659500464415	0
chr2	24729030	24729040	13	3	0.8875338389323308	0	0	0	0.8875338389323308	0
chr2	24729040	24729050	13	3	0.8843338397833017	0	0	0	0.8843338397833017	0
chr2	24729050	24729060	13	3	1.0318061480155358	0	0	0	1.0318061480155358	0
chr2	24729060	24729070	13	3	1.268103076861455	0	0	0	1.268103076861455	0
chr2	24729070	24729080	13	3	1.268103076861455	0	0	0	1.268103076861455	0
chr2	24729080	24729090	13	3	1.1792792265231793	0	0	0	1.1792792265231793	0
chr2	24729090	24729100	13	3	0.6661961537141067	0	0	0	0.6661961537141067	0
chr2	24729100	24729110	13	3	0.6400946195308979	0	0	0	0.6400946195308979	0
chr2	24729110	24729120	13	3	0.6400946195308979	0	0	0	0.6400946195308979	0
chr2	24729120	24729130	13	3	0.6400946195308979	0	0	0	0.6400946195308979	0
chr2	24729130	24729140	13	3	0.693620544213515	0	0	0	0.693620544213515	0
chr2	24729140	24729150	13	3	0.693620544213515	0	0	0	0.693620544213515	0
chr2	24729150	24729160	13	3	0.5968366953042837	0.224522332350413	0	0	0.37231436295387077	0
chr2	24729160	24729170	13	3	0.4493643870720497	0.224522332350413	0	0	0.22484205472163668	0
chr2	24729170	24729180	13	3	0.21306899877694938	0.224522332350413	0	0	-0.01145333357346362	0
chr2	24729180	24729190	13	3	0.3864559210263766	0.224522332350413	0	0	0.1619335886759636	0
chr2	24729190	24729200	13	3	0.3864559210263766	0.224522332350413	0	0	0.1619335886759636	0
chr2	24729200	24729210	13	3	0.5225905363376324	0.224522332350413	0	0	0.29806820398721945	0
chr2	24729210	24729220	13	3	0.3630474622433002	0.8099090059598287	0	0.673566997051239	-0.44686154371652853	-0.673566997051239
chr2	24729220	24729230	13	3	0.3630474622433002	0.8099090059598287	0	0.673566997051239	-0.44686154371652853	-0.673566997051239
chr2	24729230	24729240	13	3	0.4518705423061664	0.8099090059598287	0	0.673566997051239	-0.3580384636536623	-0.673566997051239
chr2	24729240	24729250	13	3	0.5350513091454139	0.8099090059598287	0	0.673566997051239	-0.27485769681441485	-0.673566997051239
chr2	24729250	24729260	13	3	0.5885769220498892	0.8099090059598287	0	0.673566997051239	-0.22133208390993953	-0.673566997051239
chr2	24729260	24729270	13	3	0.5885769220498892	0.8099090059598287	0	0.673566997051239	-0.22133208390993953	-0.673566997051239
chr2	24729270	24729280	13	3	0.5885769220498892	0.8099090059598287	0	0.673566997051239	-0.22133208390993953	-0.673566997051239
chr2	24729280	24729290	13	3	0.5885769220498892	0.9837833444277445	0	0.673566997051239	-0.3952064223778553	-0.673566997051239
chr2	24729290	24729300	13	3	0.415189999800462	0.9837833444277445	0	0.673566997051239	-0.5685933446272825	-0.673566997051239
chr2	24729300	24729310	13	3	0.415189999800462	0.9837833444277445	0	0.673566997051239	-0.5685933446272825	-0.673566997051239
chr2	24729310	24729320	13	3	0.2790553844892062	0.9331366618474325	0	1.0432499647140503	-0.6540812773582263	-1.0432499647140503
chr2	24729320	24729330	13	3	0.5956653815049392	0.3477499882380168	0	0	0.2479153932669224	0
chr2	24729330	24729340	13	3	0.695649999838609	0.3477499882380168	0	0	0.3479000116005922	0
chr2	24729340	24729350	13	3	0.6068269197757428	0.3477499882380168	0	0	0.259076931537726	0
chr2	24729350	24729360	13	3	0.5236461529364953	0.3477499882380168	0	0	0.17589616469847852	0
chr2	24729360	24729370	13	3	0.5236461529364953	0.3477499882380168	0	0	0.17589616469847852	0
chr2	24729370	24729380	13	3	0.7092907612140362	0.3477499882380168	0	0	0.36154077297601944	0
chr2	24729380	24729390	13	3	0.7092907612140362	0.3477499882380168	0	0	0.36154077297601944	0
chr2	24729390	24729400	13	3	0.7092907612140362	0.3477499882380168	0	0	0.36154077297601944	0
chr2	24729400	24729410	13	3	0.7924715280532837	0.7967933019002279	0	1.0432499647140503	-0.00432177384694421	-1.0432499647140503
chr2	24729410	24729420	13	3	1.0021213017977202	0.7967933019002279	0.6958370208740234	1.0432499647140503	0.20532799989749229	-0.34741294384002686
chr2	24729420	24729430	13	3	1.0259923109641442	0.7967933019002279	1.0813499689102173	1.0432499647140503	0.22919900906391633	0.03810000419616699
chr2	24729430	24729440	13	3	0.7925630807876587	0.7967933019002279	0	1.0432499647140503	-0.00423022111256921	-1.0432499647140503
chr2	24729440	24729450	13	3	0.6925784624539889	0.622917652130127	0	0.5216230154037476	0.06966081032386195	-0.5216230154037476
chr2	24729450	24729460	13	3	0.8852892197095431	0.7967933019002279	1.0813499689102173	1.0432499647140503	0.0884959178093152	0.03810000419616699
chr2	24729460	24729470	13	3	0.8852892197095431	0.7967933019002279	1.0813499689102173	1.0432499647140503	0.0884959178093152	0.03810000419616699
chr2	24729470	24729480	13	3	0.8852892197095431	0.622917652130127	1.0813499689102173	0.5216230154037476	0.26237156757941615	0.5597269535064697
chr2	24729480	24729490	13	3	0.786337687419011	0.622917652130127	0	0.5216230154037476	0.16342003528888405	-0.5216230154037476
chr2	24729490	24729500	13	3	0.961854622914241	0.7967933019002279	1.0813499689102173	1.0432499647140503	0.16506132101401305	0.03810000419616699
chr2	24729500	24729510	13	3	1.2836338465030377	1.3821799755096436	1.1547000408172607	1.3471299409866333	-0.09854612900660586	-0.19242990016937256
chr2	24729510	24729520	13	3	1.3836184648367076	1.9675666491190593	1.2998000383377075	1.3471299409866333	-0.5839481842823517	-0.04732990264892578
chr2	24729520	24729530	13	3	1.2474838495254517	1.9675666491190593	1.2998000383377075	1.3471299409866333	-0.7200827995936077	-0.04732990264892578
chr2	24729530	24729540	13	3	1.4331284578029926	1.9675666491190593	1.2998000383377075	1.3471299409866333	-0.5344381913160667	-0.04732990264892578
chr2	24729540	24729550	13	3	1.7720900132105901	1.9675666491190593	1.6515300273895264	1.3471299409866333	-0.1954766359084692	0.30440008640289307
chr2	24729550	24729560	13	3	1.7720900132105901	1.5185233354568481	1.6515300273895264	1.0432499647140503	0.253566677753742	0.6082800626754761
chr2	24729560	24729570	13	3	1.7787023140833929	1.5185233354568481	1.6515300273895264	1.0432499647140503	0.2601789786265447	0.6082800626754761
chr2	24729570	24729580	13	3	1.8786869324170625	1.5185233354568481	2.087510108947754	1.0432499647140503	0.3601635969602144	1.0442601442337036
chr2	24729580	24729590	13	3	1.9653807878494263	1.5185233354568481	2.087510108947754	1.0432499647140503	0.4468574523925781	1.0442601442337036
chr2	24729590	24729600	13	3	1.8786869324170625	1.5185233354568481	2.087510108947754	1.0432499647140503	0.3601635969602144	1.0442601442337036
chr2	24729600	24729610	13	3	1.7031707763671875	1.5185233354568481	1.6515300273895264	1.0432499647140503	0.18464744091033936	0.6082800626754761
chr2	24729610	24729620	13	3	1.6205623058172374	0.7592610120773315	1.6515300273895264	0.5216230154037476	0.8613012937399058	1.1299070119857788
chr2	24729620	24729630	13	3	1.43739692064432	0.5216233332951864	1.2998000383377075	0	0.9157735873491336	1.2998000383377075
chr2	24729630	24729640	13	3	1.397049225293673	0.5216233332951864	1.2998000383377075	0	0.8754258919984866	1.2998000383377075
chr2	24729640	24729650	13	3	1.2467015523176928	0.5216233332951864	1.2998000383377075	0	0.7250782190225064	1.2998000383377075
chr2	24729650	24729660	13	3	0.9612661600112915	0.3477499882380168	1.1547000408172607	0	0.6135161717732747	1.1547000408172607
chr2	24729660	24729670	13	3	1.2335361517392671	0.3477499882380168	1.1547000408172607	0	0.8857861635012503	1.1547000408172607
chr2	24729670	24729680	13	3	0.9806861602343045	0.3477499882380168	0	0	0.6329361719962878	0
chr2	24729680	24729690	13	3	0.8807015419006348	0	0	0	0.8807015419006348	0
chr2	24729690	24729700	13	3	1.0530730761014497	0.224522332350413	0	0	0.8285507437510368	0
chr2	24729700	24729710	13	3	1.0862400073271532	0.224522332350413	0	0	0.8617176749767402	0
chr2	24729710	24729720	13	3	1.1750630690501287	0.224522332350413	0	0	0.9505407366997157	0
chr2	24729720	24729730	13	3	1.0954353717657237	0.224522332350413	0	0	0.8709130394153107	0
chr2	24729730	24729740	13	3	0.9895276748217069	0.224522332350413	0	0	0.7650053424712939	0
chr2	24729740	24729750	13	3	0.8493089859302227	0.224522332350413	0	0	0.6247866535798098	0
chr2	24729750	24729760	13	3	0.887526695544903	0.4490433136622111	0.6958370208740234	0	0.4384833818826919	0.6958370208740234
chr2	24729760	24729770	13	3	1.1597959261674147	0.8980899651845297	1.127020001411438	0	0.261705960982885	1.127020001411438
chr2	24729770	24729780	13	3	1.1597959261674147	0.8980899651845297	1.127020001411438	0	0.261705960982885	1.127020001411438
chr2	24729780	24729790	13	3	1.21332153907189	0.8980899651845297	1.3916699886322021	0	0.31523157388736045	1.3916699886322021
chr2	24729790	24729800	13	3	1.21332153907189	1.4834766387939453	1.3916699886322021	1.756160020828247	-0.2701550997220552	-0.3644900321960449
chr2	24729800	24729810	13	3	0.7878959270624014	1.4834766387939453	0	1.756160020828247	-0.6955807117315439	-1.756160020828247
chr2	24729810	24729820	13	3	0.9170659322005051	1.4834766387939453	0	1.756160020828247	-0.5664107065934402	-1.756160020828247
chr2	24729820	24729830	13	3	1.123921302648691	1.4834766387939453	0	1.756160020828247	-0.35955533614525437	-1.756160020828247
chr2	24729830	24729840	13	3	0.9643774582789495	1.0344299872716267	0	1.3471299409866333	-0.07005252899267722	-1.3471299409866333
chr2	24729840	24729850	13	3	1.047558225118197	1.0344299872716267	0	1.3471299409866333	0.013128237846570245	-1.3471299409866333
chr2	24729850	24729860	13	3	1.047558225118197	0.8099090059598287	0	0.673566997051239	0.23764921915836823	-0.673566997051239
chr2	24729860	24729870	13	3	0.9205182240559504	0.8099090059598287	0	0.673566997051239	0.11060921809612168	-0.673566997051239
chr2	24729870	24729880	13	3	0.73707208266625035	0.8099090059598287	0	0.673566997051239	-0.07283692329357838	-0.673566997051239
chr2	24729880	24729890	13	3	0.8732066979775062	0.8099090059598287	0	0.673566997051239	0.06329769201767743	-0.673566997051239
chr2	24729890	24729900	13	3	0.819680773294889	0.8099090059598287	0	0.673566997051239	0.009771767335060244	-0.673566997051239
chr2	24729900	24729910	13	3	0.819680773294889	0.224522332350413	0	0	0.595158440944476	0
chr2	24729910	24729920	13	3	0.819680773294889	0.224522332350413	0	0	0.595158440944476	0
chr2	24729920	24729930	13	3	0.4676815363077017	0.224522332350413	0	0	0.2431592039572887	0
chr2	24729930	24729940	13	3	0.40812308054703933	0.224522332350413	0	0	0.18360074819662633	0
chr2	24729940	24729950	13	3	0.40812308054703933	0.224522332350413	0	0	0.18360074819662633	0
chr2	24729950	24729960	13	3	0.32494231370779186	0.224522332350413	0	0	0.10041998135737887	0
chr2	24729960	24729970	13	3	0.32494231370779186	0.224522332350413	0	0	0.10041998135737887	0
chr2	24729970	24729980	13	3	0.32494231370779186	0.224522332350413	0	0	0.10041998135737887	0
chr2	24729980	24729990	13	3	0.28964515832754284	0.224522332350413	0	0	0.06512282597712984	0
chr2	24729990	24730000	13	3	0.153510543016287	0.224522332350413	0	0	-0.071011789334126	0
chr2	24730000	24730010	13	3	0.153510543016287	0.224522332350413	0	0	-0.071011789334126	0
chr2	24730010	24730020	13	3	0.153510543016287	0.224522332350413	0	0	-0.071011789334126	0
chr2	24730020	24730030	13	3	0.27022515810452974	0.224522332350413	0	0	0.045702825754116744	0
chr2	24730030	24730040	13	3	0.323750771009005	0.224522332350413	0	0	0.09922843865859202	0
chr2	24730040	24730050	13	3	0.22376615267533523	0.224522332350413	0	0	-7.561796750777672e-4	0
chr2	24730050	24730060	13	3	0.35990076798659104	0.224522332350413	0	0	0.13537843563617805	0
chr2	24730060	24730070	13	3	0.44872384804945725	0.224522332350413	0	0	0.22420151569904426	0
chr2	24730070	24730080	13	3	0.44872384804945725	0	0	0	0.44872384804945725	0
chr2	24730080	24730090	13	3	0.6082669221437894	0	0	0	0.6082669221437894	0
chr2	24730090	24730100	13	3	0.6970907724820651	0	0	0	0.6970907724820651	0
chr2	24730100	24730110	13	3	0.6970907724820651	0	0	0	0.6970907724820651	0
chr2	24730110	24730120	13	3	0.6970907724820651	0	0	0	0.6970907724820651	0
chr2	24730120	24730130	13	3	0.7859138342050406	0.4490433136622111	0	0	0.33687052054282945	0
chr2	24730130	24730140	13	3	0.6691992191167978	0.4490433136622111	0	0	0.2201559054545867	0
chr2	24730140	24730150	13	3	0.5621476815297053	0.4490433136622111	0	0	0.11310436786749417	0
chr2	24730150	24730160	13	3	0.5621476815297053	0.4490433136622111	0	0	0.11310436786749417	0
chr2	24730160	24730170	13	3	0.42601306621844953	0.622917652130127	0	0.5216230154037476	-0.19690458591167742	-0.5216230154037476
chr2	24730170	24730180	13	3	0.5228346127730149	0.622917652130127	0	0.5216230154037476	-0.10008303935711205	-0.5216230154037476
chr2	24730180	24730190	13	3	0.7983361390920786	0.622917652130127	0	0.5216230154037476	0.17541848696195161	-0.5216230154037476
chr2	24730190	24730200	13	3	0.8075138422159048	0.622917652130127	0	0.5216230154037476	0.18459619008577788	-0.5216230154037476
chr2	24730200	24730210	13	3	0.7186907804929293	0.622917652130127	0	0.5216230154037476	0.09577312836280238	-0.5216230154037476
chr2	24730210	24730220	13	3	0.7186907804929293	0.622917652130127	0	0.5216230154037476	0.09577312836280238	-0.5216230154037476
chr2	24730220	24730230	13	3	0.8075138422159048	0.7967933019002279	0	1.0432499647140503	0.01072054031567693	-1.0432499647140503
chr2	24730230	24730240	13	3	0.7186907804929293	0.3477499882380168	0	0	0.37094079225491255	0
chr2	24730240	24730250	13	3	0.9074984605495746	0.3477499882380168	0	0	0.5597484723115578	0
chr2	24730250	24730260	13	3	1.2464605478140025	0.3477499882380168	0.6958370208740234	0	0.8987105595759857	0.6958370208740234
chr2	24730260	24730270	13	3	1.2464605478140025	0.3477499882380168	0.6958370208740234	0	0.8987105595759857	0.6958370208740234
chr2	24730270	24730280	13	3	1.2464605478140025	0.3477499882380168	0.6958370208740234	0	0.8987105595759857	0.6958370208740234
chr2	24730280	24730290	13	3	1.0608159395364614	0.3477499882380168	0	0	0.7130659512984445	0
chr2	24730290	24730300	13	3	0.7853144132173978	0.3477499882380168	0	0	0.43756442497938103	0
chr2	24730300	24730310	13	3	0.61659286572383	0.3477499882380168	0	0	0.2688428774858132	0
chr2	24730310	24730320	13	3	0.61659286572383	0.3477499882380168	0	0	0.2688428774858132	0
chr2	24730320	24730330	13	3	0.7165774840574998	0.17387433846791586	0	0	0.5427031455895839	0
chr2	24730330	24730340	13	3	0.6277536337192242	0.17387433846791586	0	0	0.4538792952513083	0
chr2	24730340	24730350	13	3	0.8408223207180316	0.17387433846791586	0	0	0.6669479822501158	0
chr2	24730350	24730360	13	3	0.6520146223214957	0.17387433846791586	0	0	0.47814028385357976	0
chr2	24730360	24730370	13	3	0.3130536171106192	0.17387433846791586	0	0	0.13917927864270332	0
chr2	24730370	24730380	13	3	0.3130536171106192	0.17387433846791586	0	0	0.13917927864270332	0
chr2	24730380	24730390	13	3	0.3130536171106192	0	0	0	0.3130536171106192	0
chr2	24730390	24730400	13	3	0.3130536171106192	0	0	0	0.3130536171106192	0
chr2	24730400	24730410	13	3	0.3130536171106192	0	0	0	0.3130536171106192	0
chr2	24730410	24730420	13	3	0.3130536171106192	0	0	0	0.3130536171106192	0
chr2	24730420	24730430	13	3	0.3130536171106192	0	0	0	0.3130536171106192	0
chr2	24730430	24730440	13	3	0.21306899877694938	0	0	0	0.21306899877694938	0
chr2	24730440	24730450	13	3	0.21306899877694938	0	0	0	0.21306899877694938	0
chr2	24730450	24730460	13	3	0.05352592468261719	0	0	0	0.05352592468261719	0
